#{"t_start": 1563907828.7900326, "env_id": "gymXplane-v2"}
r,l,t
1075.808551,375,82151.654408
-20.685837,4,82152.096392
-42.694295,75,82160.455472
-23.579003,1,82160.562853
-24.503985,2,82160.78596
0.438052,76,82169.37612
-7.98808,72,82177.538295
-28.756874,72,82185.601677
-16.946259,69,82193.284099
-6.607143,132,82208.065639
-25.39449,75,82216.576918
25.392492,81,82225.685879
-6.133365,70,82233.62941
1740.223176,588,82299.978976
123.037613,381,82343.163177
4.424761,193,82365.096328
-7.015287,68,82372.909374
0.845836,70,82380.884231
1.628935,128,82395.237464
35.011525,87,82405.127327
-22.843106,1,82405.231387
1048.783279,372,82447.308788
-19.48988,3,82447.654346
-12.589039,6,82448.305985
994.83208,404,82494.399164
-1.46994,13,82495.835058
-12.238389,7,82496.645924
-22.006096,2,82496.894161
855.585571,348,82536.334497
9.978601,72,82544.377948
-22.164703,60,82551.162241
-2.970379,18,82553.205561
-19.436939,3,82553.532453
-19.318677,3,82553.863883
844.718916,324,82590.41609
-2.445899,72,82598.549902
-22.606272,3,82598.896264
-21.301782,4,82599.350354
-6.690049,72,82607.498556
82.140721,223,82632.781163
-12.99962,6,82633.454731
-22.261223,2,82633.678004
7.59636,75,82642.235739
-24.634121,60,82649.008403
47.308582,90,82659.071758
49.645629,150,82676.087924
16.243369,76,82684.747283
25.053319,205,82707.971348
4024.223668,1382,82863.98007
18.03331,73,82872.188328
32.924105,88,82882.090491
99.908086,231,82908.158888
6.491152,74,82916.448328
-6.526496,9,82917.45683
4.670853,74,82925.837414
17.957718,84,82935.385218
-15.446472,64,82942.459947
-0.110413,16,82944.339373
74.841101,165,82962.946644
-18.03826,4,82963.392423
24.048873,83,82972.766768
51.664695,148,82989.540905
-21.6457,2,82989.79829
1232.258588,484,83044.356938
50.608115,93,83054.997506
-22.319975,1,83055.111345
-22.524431,2,83055.324174
1.154843,77,83064.063532
125.941776,186,83084.977798
982.439873,360,83125.750247
32.930957,86,83135.461055
1020.157129,363,83176.498535
-22.756245,1,83176.611853
-23.294874,2,83176.830666
1265.226619,521,83235.444179
22.180094,83,83244.760092
55.587053,274,83275.488479
836.776945,327,83312.458395
-4.654636,75,83320.892504
10.44198,77,83329.683259
12.43782,77,83338.335186
35.709052,93,83348.91179
-22.823355,1,83349.01916
1180.129068,408,83395.054799
6.555573,73,83403.259477
-4.098326,11,83404.468189
7.415265,73,83412.649124
28.031766,26,83415.601745
1076.522283,730,83497.478173
1158.125215,460,83549.177986
1344.301873,562,83612.61458
-20.651857,1,83612.72153
-21.061515,58,83619.477032
-16.946348,6,83620.153616
833.791189,265,83650.192445
-15.973191,63,83657.269219
852.163432,303,83691.314686
329.097836,280,83722.838308
2.499147,15,83724.487019
-21.720019,2,83724.701146
1567.819293,434,83773.475527
-6.823457,59,83780.146759
38.579679,199,83802.646865
1401.365691,1018,83917.50854
-22.578926,1,83917.614759
20.997068,79,83926.505858
12.172828,78,83935.347301
802.030491,272,83965.929232
228.023366,132,83980.73701
-22.154208,2,83980.959266
11.995587,74,83989.192966
39.698266,90,83999.36247
950.384908,450,84049.687899
40.725154,96,84060.36691
-23.31792,1,84060.476459
-24.544185,1,84060.593804
8.94883,74,84069.01897
39.786923,90,84079.09385
-11.712918,8,84080.01838
1056.654109,365,84121.21445
1023.448828,538,84181.578
9.221054,80,84190.598815
45.343619,155,84208.122997
23.178353,91,84218.373813
914.791293,434,84267.465063
798.409018,264,84297.241443
755.818905,68,84304.907367
2407.660862,925,84409.256862
-11.40755,65,84416.644058
-2.11824,16,84418.469372
-3.252884,13,84419.920029
1566.562998,446,84470.243149
-4.206064,73,84478.29634
18.555047,81,84487.490966
-12.852678,7,84488.259403
1270.114482,505,84544.935853
1280.649463,515,84603.083207
-13.999189,6,84603.748453
43.457318,144,84620.148977
-6.548393,63,84627.303461
-25.109037,2,84627.518558
143.79593,316,84663.175455
13.791062,77,84671.876505
131.169056,239,84698.866356
200.084025,341,84737.36001
-9.755594,58,84743.948368
-25.251072,1,84744.055899
1032.874395,353,84783.781233
340.569781,158,84801.684802
46.391647,224,84826.987581
1.957432,72,84835.035266
-9.636834,60,84841.840474
-25.525473,2,84842.058025
21.61721,83,84851.526456
20.216876,79,84860.426266
2530.390832,871,84958.660129
-21.516438,3,84959.000656
-12.490783,63,84966.0981
0.00873,71,84974.053802
-18.879274,5,84974.602144
12.380787,19,84976.691541
2169.516918,845,85071.713489
43.06235,146,85088.330025
14.338929,74,85096.681051
-20.016538,3,85097.010745
64.832698,98,85108.037192
-23.654281,1,85108.149986
45.956083,149,85124.892803
11.897434,81,85134.033894
35.720892,84,85143.481068
58.157996,160,85161.65431
3.983459,74,85169.905274
40.098437,89,85179.936627
43.630872,204,85203.006118
16.104187,82,85212.188359
-3.153525,69,85220.080386
110.720208,298,85253.542481
70.666092,111,85266.114514
1092.643774,379,85308.495228
57.766199,107,85320.525939
-18.604147,4,85320.973686
-15.674857,9,85321.968625
-21.899174,3,85322.296977
718.064118,299,85355.881178
-17.616548,5,85356.44724
33.573998,150,85373.415893
5.044894,75,85382.030345
34.218145,86,85391.758935
23.312357,79,85400.644472
-4.1945,15,85402.332031
2.901621,72,85410.471023
19.750507,138,85426.035159
-14.956564,10,85427.277522
11.602854,77,85435.991194
-18.522674,4,85436.449663
102.200548,239,85463.530337
-8.236604,66,85470.944316
19.718652,26,85473.821208
-19.839346,3,85474.162521
51.242406,159,85492.182674
37.062999,149,85508.998607
-19.312059,3,85509.33654
-0.030351,16,85511.184183
1208.958254,553,85573.587393
51.520965,104,85585.247379
2.004085,72,85593.554103
53.399441,96,85604.387405
-23.329345,2,85604.625941
25.824413,86,85614.348813
-20.213886,3,85614.679404
-3.593765,12,85616.011086
-24.081794,1,85616.115032
-19.310675,3,85616.449659
771.433201,241,85643.732272
746.431756,70,85651.644604
954.76509,434,85700.538479
73.607227,216,85725.065799
-5.552915,11,85726.271775
111.251275,354,85766.259197
1033.371812,475,85819.970455
790.168872,484,85874.167161
-22.959507,1,85874.271112
-22.368484,2,85874.496034
46.854985,96,85885.203585
-23.255686,1,85885.310027
1295.840727,467,85937.826392
30.433182,146,85954.295528
76.45578,167,85972.983073
-22.467928,2,85973.199986
-11.826104,61,85980.067315
-11.707983,65,85987.413378
14.48037,78,85996.204225
2.160313,68,86003.855437
-22.621514,3,86004.246433
28.676743,87,86013.993104
73.38967,217,86038.400695
46.598213,149,86055.259567
7.30765,17,86057.156988
88.071033,171,86076.505008
-24.167458,1,86076.617378
46.967293,154,86093.891987
25.191486,86,86103.641816
-22.747045,1,86103.752856
3459.456713,1321,86252.202726
1547.823099,513,86309.951149
24.147441,87,86319.740387
1297.006503,464,86371.722517
51.716567,156,86389.133954
8.631466,76,86397.659738
1349.723405,611,86466.531469
817.763383,523,86525.310793
62.768705,98,86536.361066
40.867621,144,86552.58262
-21.840141,3,86552.916215
34.353551,85,86562.529099
1347.611765,595,86629.398453
25.44869,82,86638.699227
-1.060249,14,86640.251176
-22.515846,1,86640.361113
-23.236711,1,86640.464691
2.210315,71,86648.495144
6.500641,21,86650.830364
2465.828128,852,86746.616918
25.622379,90,86756.541715
2.92999,78,86765.315431
31.121808,40,86769.826168
1435.386521,383,86812.901392
-10.231698,65,86820.212723
-3.300798,68,86827.855834
9.605688,23,86830.472483
883.451153,434,86879.424853
860.877048,343,86917.794815
52.036944,101,86929.176295
25.183715,89,86939.130557
-19.985256,3,86939.472555
-20.713278,3,86939.803784
-21.088671,3,86940.142224
2585.980812,1053,87058.543532
-16.015046,7,87059.315691
36.091777,90,87069.366826
-21.511064,3,87069.691914
1038.2242,492,87124.99063
56.386292,166,87143.48031
1060.773901,516,87201.318007
7.333124,80,87210.304234
972.950546,421,87257.634786
94.971831,235,87284.103577
-9.24447,12,87285.425488
-23.36074,1,87285.533599
-24.268794,1,87285.636897
20.513408,86,87295.44779
57.932123,112,87308.048242
-23.573175,1,87308.159426
-23.855142,1,87308.273383
-24.365957,1,87308.382402
-9.172678,73,87316.64822
25.28056,34,87320.42011
-6.425428,67,87328.035964
980.235342,415,87374.579699
-2.576563,73,87382.85394
13.150592,83,87392.078179
-13.229633,6,87392.782691
-24.221925,1,87392.898852
1872.548609,794,87481.968727
323.410361,148,87498.599564
3.077029,20,87500.852658
-22.871692,1,87500.969805
56.071743,105,87512.819297
-23.558029,1,87512.922444
1450.008401,334,87550.354817
131.816393,285,87582.5424
-22.875599,2,87582.760301
1904.015503,863,87679.594339
9.653461,86,87689.168468
-12.383869,69,87696.848856
5.967115,26,87699.74909
1509.89547,450,87750.671741
5.048388,82,87759.863368
-2.727189,72,87767.861943
43.428765,101,87779.157405
9.268608,89,87789.115097
24.257005,103,87800.653076
31.941381,112,87813.392048
897.349157,399,87858.137824
1325.642052,503,87914.464391
33.61392,189,87935.661909
-5.172646,18,87937.663252
2296.474607,958,88045.129206
341.81812,158,88062.9254
-4.283896,87,88072.681472
30.240458,105,88084.546903
851.029992,310,88119.380304
2.376811,111,88131.898874
80.667303,204,88154.795923
1048.861757,651,88227.460027
919.438294,351,88266.843543
994.95467,426,88314.534289
1390.324662,637,88385.767074
842.957032,289,88418.263451
2428.992504,1039,88534.67752
12.806288,115,88547.555163
2254.980532,863,88643.965337
-8.299826,73,88652.260029
-11.29932,14,88653.809376
437.746448,285,88685.828145
1302.746902,613,88754.693178
1713.899049,865,88851.749027
,376,87121.883899
-2.23894,74,87130.083918
993.370353,337,87167.918224
51.184723,105,87179.697384
-24.21048,1,87179.808007
-24.117962,1,87179.928159
-25.058131,1,87180.038292
119.466739,212,87203.634384
2217.71799,972,87313.090179
-19.472536,3,87313.419025
1653.900777,427,87361.406036
6.122274,82,87370.693631
1275.246966,451,87421.346585
1284.137858,467,87473.64802
-21.796754,3,87474.005897
1195.989957,447,87524.315593
933.270206,318,87559.885061
387.1274,107,87572.066239
-21.403575,1,87572.169985
5.431296,138,87587.683173
898.487695,316,87623.094041
921.900818,520,87681.485564
-5.120061,69,87689.156194
-3.417444,14,87690.692729
-24.517836,1,87690.823381
79.400164,190,87712.175062
-21.609663,3,87712.521898
-23.201209,3,87712.858869
936.169112,486,87767.61979
10.497887,89,87777.548304
920.136882,473,87830.68482
-20.651769,4,87831.11153
782.551865,485,87885.573045
-8.23002,88,87895.383162
5.740422,101,87906.67606
20.007479,188,87927.824946
1048.056942,514,87985.470692
6.763314,23,87988.037737
1053.144197,549,88049.575839
1000.358402,536,88110.057578
-18.789449,6,88110.716398
-25.141054,1,88110.829473
12.22465,97,88121.633335
-22.536158,3,88121.971018
-20.405974,4,88122.418038
6.595146,96,88133.244381
-25.100411,1,88133.35385
33.11206,106,88145.22689
34.795995,107,88157.265732
969.985055,431,88205.214105
49.328861,188,88226.328138
1749.076388,899,88326.989037
316.878352,159,88344.87342
-13.002149,72,88352.862579
-11.730858,14,88354.416903
-4.850635,77,88362.961993
3155.697744,1486,88529.67193
7872.552612,3176,88885.694754
.682166,88,87828.815418
45.88845,110,87841.191778
-20.05432,3,87841.51651
868.995272,450,87891.918289
1645.784003,1042,88008.706251
90.925651,292,88041.542789
860.490794,302,88075.4838
-2.386596,80,88084.533749
0.907492,86,88094.16751
-4.738431,14,88095.696951
-21.03186,4,88096.145983
17.661135,100,88107.548166
921.067641,406,88153.084
2259.609598,921,88256.091469
955.22478,413,88302.292403
314.326663,144,88318.428067
-6.68363,81,88327.435243
1043.574845,391,88371.172691
1355.985345,546,88432.504338
9.102626,88,88442.370132
2660.123987,1130,88568.905031
5996.337923,2551,88854.934591
2166.701442,865,88952.2191
6718,15,86841.206674
24.607686,87,86850.998132
893.011053,352,86890.681909
53.205056,105,86902.289574
41.704655,197,86924.502609
-8.594111,15,86926.195356
-16.083611,56,86932.50837
-25.187421,1,86932.615394
938.748,341,86970.808675
4.264366,75,86979.168868
176.784879,283,87011.048259
-20.329419,3,87011.37286
821.257494,332,87048.849519
2363.349638,999,87160.961735
381.161943,84,87170.448508
52.411218,162,87188.404424
1356.992818,616,87257.632467
25.047671,90,87267.927991
47.102093,160,87285.752823
-10.325019,8,87286.715555
-18.846364,4,87287.160147
-22.427476,3,87287.495399
1005.822741,501,87343.853052
2227.794858,879,87442.70705
977.2689,602,87510.239609
1207.727586,439,87559.447871
41.768399,105,87571.337259
943.904555,481,87625.386996
4.55182,21,87627.717895
-21.303218,3,87628.044972
2172.609462,921,87731.568997
29.680762,86,87741.364584
11.694719,86,87751.0188
947.612174,471,87803.75039
12.494524,104,87815.519393
2393.851964,982,87925.624843
-11.055911,10,87926.742362
884.767275,295,87959.768337
1334.241835,613,88028.401595
412.76363,106,88040.427923
47.321397,271,88070.8505
57.421901,180,88091.135663
-22.922108,2,88091.358826
22.900485,97,88102.326483
938.51018,420,88149.552114
462.941131,125,88163.488523
-21.39692,1,88163.598141
36.567644,193,88185.103729
1372.00324,433,88233.449741
12.193228,90,88243.600377
-15.87849,8,88244.483679
-17.787232,7,88245.289706
2304.164465,828,88338.081439
1055.619635,550,88399.615654
-22.759752,4,88400.084266
7.032052,24,88402.743146
2613.019621,969,88511.463879
1100.223224,593,88577.633811
-21.483415,3,88577.979013
-8.413844,12,88579.349926
1117.275461,391,88622.975821
2425.328086,1109,88747.586515
970.828867,426,88795.328443
1394.098399,457,88846.677457
2415.825372,1089,88968.989532
