#{"t_start": 1563832714.5832005, "env_id": "gymXplane-v2"}
r,l,t1020.372789,1411,178.866423
357.104042,714,267.945578
-27.25481,2,268.2660319251.125611,519,333.363233
22.156866,265,366.1255
191.728023,395,415.627952
11.359892,241,445.883513
420.966394,899,558.23469
14.441017,214,584.994628
1.917627,112,599.087696
62.178211,197,623.524043
-2791.766865,530,671.08962132.563455,309,699.160679
-21.606037,28,702.727079
100.766111,76,712.431185
48.426075,211,738.686964
74167.59805,1021,839.575979
-26.940428,6,840.33883
404.646269,902,953.377308
-36.586631,20,955.822061
186.978653,258,988.526259
34.327117,436,1042.984459
86.23065,273,1077.472494
65.923194,133,1094.165933
-16.68767,24,1097.096443
41.596194,116,1111.869381
96.087454,179,1134.2447.799161,472,1147.515168
167.656129,273,1182.561138
-14.107384,13,1184.199597
61.156292,135,1201.1418
58.40249.731991,419,1228.846295
44.974402,95,1241.125475
-19.079909,6,1241.8474797357.185202,455,1299.242271
12.165079,31,1303.177709
44.596126,95,1315.434949
62.337798,107,1328.943487
18.10534,61,1336.965688
-24.053466,1,1337.09285.14136,430,1384.976113
117.850599,183,1408.246366
29.05711,75,1417.626822
-24.385125,1,1417.738793
-9.37046277.355861,433,145209.461134200.406804,292,1489.758616
681.520261,939,1608.308291
153.20943,201,1633.669263
-25.435129,2,1633.908215
95.02373,146,1652.578332
121.519937,197,1677.770485
49.474967,106,1690.984185
-25.475394,1,1691.092895
23.119632,90,1702.383709
-25.426391,1,1702.117.937.56.880907,101,1715.3418133.148.057261,233,1744.6084353.248034,468,1790.369741
-1206.967331,298,1792.90564109131.0136491043.236186,1371,1897.857287
43.26301,89,1909.158576
168.469265,251259.844953,382392.362132,591,2014.599452
58.803066,109,512.101157,75394.365672,565,235.910158,37179.518004,288,337.090111,521,2196.234151
211.714945,310,2234.965811
112.139317,179,2257.292082
114.694293,170,227276.671719,451,2311.678729
263.683882,384,2359.926219
393.638799,535,2426.89176
226.160044,304,2464.744397
227.888813355.270557,519,252396.852293,520,2571.170181
433.278958,588,2645.007606
617.61402,738,2737.78352
41.86116,6281.043873,376,336.067978,38226.989911,302,138.231626,22155.014534,215,2839.946595
584.477717,720,2930.189038
129.479995,269,2964.137693
26.607163,130,2980.524823
234.675786,327,3021.142325
486.609318,611,3098.114694
62.207158,184,3121.183206
67.444181,118,3135.800813
212.399987,344,3178.908289
332.817285,450,3235.288556
82.833813,1145.554406,1501,3364.883366
278.659883,359,3409.786488
-12.575763,16,3411.829855
917.686253,1017,3539.001781
772.198279,928,3656.440619
1251.691698,1501,3844.096798
877.166427,1074,3978.030694
1258.315305,1469,4162.893002
86.473927,118,4177.646143
255.192945,278,4212.404826
310.184273,323,4253.038192
564.781351,595,4327.894511
682.92867,906,4441.116364
1842.572554,1501,4629.139408
1040.081986,950,4748.207576
998.480164,722,4838.98191
1366.280096,1032,4968.583721
470.750147,423,5021.74366
270.482517,187,5044.963746
745.969581,581,5117.775372
110.214014,146,5135.929226
110.346031,116,5150.560767
103.83161534.988563,1260,5261480.34631,1181,5314.642902
1875.214268,1501,5502.201217
922.819085,679,5587.12255
820.413664,593,5661.56437
235.489568,171,5682.982174
458.441688,322,5723.173376
1145.48586,788,5821.54301
964.083804,727,5912.043885
487.4115831589.909821,1129,5985.385307
443.325262,327,61219.971163,1228.367096,845,61063.256827,1041.278974,811,61851.015928,1321,6349.415316
149.937111,142,6367.098694
857.717902,624,6445.140014
232.058613,203,6470.676519
252.219557,185,6494.019085
1318.47895,997,6619.483491
614.764108,485,6680.391229
462.617323,317,6720.429211
164.602504,132,6736.968221
999.693011,673,6820.987906
403.389654,309,6859.799628
1960.52167,1501,7047.91848
1933.089368,1501,7237.110219
1019.971738,721,7327.03652
810.322083,570,7398.978093
1371.742214,890,7510.516566
535.693924,413,7562.101918
364.28626,212,7588.312786
1189.844666,803,7689.312729
1517.28266,985,7812.573107
244.606195,174,7834.518084
430.447262,307,7873.141033
322.19181453.017052,945,7933388.452141133.035801,770,8029.881136
1297.25735,780,8128.12133
1259.919338,784,8226.266977
262.969518,182,8249.03651
576.950009,364,822313.5445911211.694034,766,8391.163682
646.681352,408,8442.044752
2462.411715,1500,8629.885933
2554.90366,1501,8818.779576
1718.29409,1046,8950.311498
1819.546327,1286,9110.952448
2076.997538,1354,9280.542412
1960.203359,1485,9466.698322
2091.530049,1501,9654.044927
1033.102817,733,9745.912496
1398.461301,1501,9933.881249
1656.317774,1501,10121.894116
1269.637381,835,10226.244475
785.310505,599,10300.717048
1958.597665,1501,10488.473758
2098.34057,1501,10675.627662
856.046786,711,10764.217566
530.860199,700,10851.279263
1247.065799,1036,10980.441401
1698.584201,1501,11168.16453
1643.776623,960,11288.578449
1891.483433,1501,11476.198082
3.491862,51,11482.399597
400.737965,299,11519.617095
362.468443,362,11564.641062
378.508806,349,11608.033759
-22.864127,5,11608.652558
562.127635,454,11665.09704
-18.865007,9,11666.202905
54.019445,90,11677.522181
-23.774759,1,11677.637031
-22.856476,2,11677.877033
-23.606242,1,11677.988436
1430.414225,846,11783.050112
1832.599695,1501,11970.219186
206.4041,87,11980.990792
26.483129,82,11991.185019
-25.330027,1,11991.304584
322.4046,308,12030.25387
393.369757,284,12065.437478
746.931174,598,12140.101351
458.050663,327,12180.981644
765.516686,767,12277.093048
-22.838374,3,12277.535898
855.858231,630,12356.133929
1859.815507,1322,12522.786066
1188.581025,916,12637.400666
61.900569,101,12649.993255
2451.997776,1501,12839.43829
394.306149,306,12877.657466
1506.653576,891,12989.558271
360.193254,248,13021.055727
991.864885,664,13104.471421
1261.570255,814,13207.286271
1627.829253,1501,13394.905359
134.887967,138,13412.324856
1744.482702,1206,13562.873079
177.74459,126,13578.65943
677.077855,410,13629.801922
2219.617961,1501,13817.772177
268.02841,146,13835.953955
737.923518,649,13917.506559
1067.517367,809,14018.490675
-16.106807,12,14019.950573
1904.973761,1501,14208.410573
473.366751,474,14267.993119
2473.293461,1501,14455.828342
368.341161,252,14487.079789
403.729503,358,14531.625336
2298.655685,1501,14721.069775
1570.429777,1501,14908.960892
1899.610336,1501,15096.998404
1162.042143,779,15194.537478
1496.087026,738,15287.696457
435.732191,269,15321.769337
2769.794616,1501,15510.738268
563.520687,296,15548.246703
651.575404,382,15596.851522
1598.145573,871,15706.721186
2450.06025,1361,15878.261457
-24.756283,1,15878.37635
154.690454,95,15890.394635
377.235665,215,15917.109928
1220.798943,882,16028.177869
68.403088,95,16040.433937
-21.642315,7,16041.375881
206.413653,222,16069.03264
-25.041004,1,16069.137839
-24.028048,1,16069.267734
294.938764,214,16095.97247
1366.636172,818,16198.868805
335.217888,202,16224.507927
58.671704,93,16236.522197
1649.345937,9092865.57873,1501538.600048,270,1489.878232,772942.932273,15011551.645211,85386.770664,146,1846.906192,642806.637136,15012565.592746,1501,16859.994028
1906.191618,93010.382295,1501,772.249303,308,17016.95308
3312.058974,1501,17206.009171
2671.388604,1501,17394.336088
2365.165367,1269,17553.539875
1896.653321,1098,17691.641959
584.430951,360,17737.121092
2618.601965,1199,17888.548375
1241.116096,523,17954.841003
1229.483419,687,18041.750596
1943.837287,904,18155.953613
1549.920257,588,18230.529741
2725.513756,1501,18418.748012
2991.140846,1501,18606.949215
2575.728634,1501,18794.3773
1582.154056,2525.181203,15013159.861154,1501,19086.771658
2845.200795,1501,19275.886986
331.231916,341463.882132,1128,19361.453243
2973.955129,1501,19549.690113
3211.715852,1501,19738.892045
891.892445,460,19796.774871
389.061126,290,19832.935847
1615.099924,1082,19967.829343
3155.923174,1501,20156.27165
2963.125652,1351,20326.16616
1855.586419,1501,20514.93952
150.782003,93,20526.606084
1806.502468,1392,20700.985553
2606.770358,1501,20889.838128
2380.844518,1501,21077.030423
2411.015251,1501,21265.297979
1894.137346,1501,21452.692608
134.704308,97,21464.95789
1129.153964,763,21560.076302
2888.989863,1215,21713.850866
2368.01066,1046,21845.651868
1605.006115,1089,21980.565602
39.808816,94,21992.330209
272.494011,225,22020.57192
1237.793974,558,22089.768386
36.824963,78,22099.414981
44.740012,88,22110.413258
-16.82421,12,22111.888788
138.076336,201,22136.588643
2326.413412,1501,22324.313138
1414.514447,999,22448.469361
-24.9978712290.534761,1501,22542.004194
1980.275345,1381,22713.938641
49.162877,94,22725.929648
1773.839262,1482,22909.337312
2741.385737,1501,23095.335917
-12.943418,15,23097.153003
2345.258528,1501,23283.976599
2976.090869,1501,23470.965034
1605.636336,592,23544.975116
2550.102035,1501,23732.483485
1332.152344,698,23820.237777
2647.471633,1078,23955.326653
2805.763926,1501,24143.671489
845.081644,489,24205.226896
1521.367866,739,24298.073082
951.906369,322,24338.65226
2297.587956,1206,24488.543412
2606.801497,1176,24635.051438
-23.696685,8,24636.038768
-24.727178,1,24636.149932
555.55775,316,24675.834627
3006.470883,1501,24863.989372
1878.548957,741,24956.400151
3268.887601,1501,25144.254364
3958.03824,1501,25332.243068
3278.3673,1490,25519.639171
85.50157,96,25532.198755
3192.420404,1501,25720.652899
4004.559432,1501,25907.872037
3355.728704,1501,26095.81473
3401.286719,1501,26282.648488
2165.932693,808,26383.994915
-21.749261,15,26385.781697
-25.466044,4,26386.256989
3997.257659,1501,26575.000467
3493.870104,1501,26763.258694
3132.845954,1501,26952.167492
1092.831248,475,27012.073015
3178.783844,1501,27200.887838
979.375608,417,27253.750738
3144.954921,1501,27441.264478
1083.430093,457,27498.578506
-23.660263,1,27498.686631
2466.527794,1465,27681.356364
2938.2625,1501,27868.209755
3444.717478,1501,28055.551496
1540.265714,898,28167.610559
1189.308972,601,28242.881751
-23.700835,1,28242.994388
-25.004773,1,28243.111364
-24.634546,1,28243.240147
-23.762368,1,28243.388098
3898.941085,1420,28421.353791
48.680829,91,28432.794814
-24.237794,1,28432.903307
3056.282391,1094,28569.71989
-25.146213,3,28570.079173
1396.405608,710,28659.253101
14.842885,54,28666.06012
-10.578994,21,28668.676667
503.962905,428,28722.571181
631.405011,401,28773.45528
38.070265,73,28782.693253
596.147809,375,28830.113212
45.473584,79,28840.068117
49.124802,84,28850.456858
-23.636525,3,28850.864178
761.433393,464,28909.764064
2308.898431,1202,29062.316615
3470.118096,1501,29252.21553
3600.237432,1415,29430.874344
81.464919,145,29449.490541
27.709537,73,29458.772772
-23.731738,1,29458.89937
34.10004,76,29468.543432
23.327259,66,29476.897376
39.026999,81,29487.457689
26.865936,68,29496.020993
-24.824516,4,29496.51444
33.934373,73,29505.893735
-23.394589,1,29506.003474
-23.400371,3,29506.399291
-22.560545,3,29506.763024
41.2971,81,29517.13966
-24.917942,3,29517.482321
96.087775,158,29537.461783
24.769028,69,29546.316908
-8.563956,19,29548.834803
-25.143095,1,29548.941116
-24.922669,1,29549.063946
491.668167,474,29608.881361
-23.51189,2,29609.115887
-24.00562,3,29609.469888
-24.880752,3,29609.840397
-25.310591,3,29610.215274
71.598828,102,29623.14539
304.517068,277,29658.642006
99.334629,139,29676.250355
87.806236,143,29694.394808
39.53167,77,29704.142369
44.837251,90,29715.589557
-25.011157,1,29715.699636
1214.393779,621,29794.661066
36.318128,73,29803.869308
-23.412241,3,29804.249597
216.354235,296,29841.872542
33.552239,74,29851.220232
30.43953,75,29860.715483
33.61518,70,29869.418189
