#{"t_start": 1563830178.464896, "env_id": "gymXplane-v2"}
r,l,t
74.713593,106,21926.507498
1604.979628,695,22005.196055
58.035903,101,22016.647647
48.152188,93,22027.145002
-23.606197,1,22027.2537
-23.7098,2,22027.483302
-21.251688,3,22027.821199
2594.827021,997,22141.505568
67.960921,106,22153.464493
2080.508947,755,22239.036464
36.42049,87,22248.809873
46.685064,93,22259.389569
3047.981366,1063,22380.3287
4623.459685,1501,22551.679575
2242.050487,806,22643.156957
43.698589,97,22654.036314
83.977295,159,22672.186074
2523.385969,973,22783.026103
129.334221,182,22803.767147
64.034672,101,22815.203912
3910.821276,1276,22960.039642
71.764104,101,22971.626719
4621.49704,1501,23142.252218
5034.98757,1501,23312.62667
2131.382825,690,23390.807926
5005.096952,1501,23561.106268
3646.510722,1501,23731.257765
3793.110199,1143,23860.731338
1851.543525,717,23942.192301
4049.174002,1501,24112.871284
2252.390176,667,24188.473395
4260.694036,1501,24358.815151
1957.541457,607,24427.414901
57.765737,93,24437.93429
4308.051357,1501,24608.251103
1380.141311,497,24664.464531
4984.17896,1501,24834.50359
3413.770412,1290,24980.361691
4528.318261,1501,25150.966331
4667.530365,1501,25320.989898
2878.781102,859,25418.382254
94.600422,120,25431.963773
358.866634,336,25469.973128
-23.626093,1,25470.091301
3948.869609,1501,25640.688346
4689.902714,1501,25810.721334
2470.343326,752,25895.744133
-23.023556,3,25896.076221
-23.091349,3,25896.414376
4646.489804,1501,26066.079405
3996.89202,1501,26236.135831
4660.257857,1501,26406.077811
1561.282882,490,26461.640421
5.964118,60,26468.322356
6.836176,26,26471.250067
5114.430981,1545,26645.573077
3711.665272,1501,26814.707695
4157.684254,1445,26978.09707
82.652908,117,26991.211808
4239.219036,1501,27160.923493
5152.041369,1501,27330.911877
355.089552,176,27351.067896
3781.509185,1189,27485.915328
4688.419151,1501,27655.613114
2719.477204,965,27765.216515
45.869887,96,27776.107601
-21.549657,3,27776.438164
4968.652716,1501,27946.732567
4664.116171,1501,28116.895135
2059.11682,650,28190.573665
4325.624995,1501,28360.694645
1739.93146,943,28467.993712
4112.29288,1322,28617.433162
1742.657857,686,28694.949568
-24.353354,2,28695.175064
4699.664308,1505,28865.86036
542.349942,214,28889.901422
-23.016993,3,28890.222097
4264.021167,1501,29059.918553
1558.879966,478,29114.075816
554.455352,245,29141.670498
4675.38364,1501,29311.158912
1302.886762,373,29353.665232
4381.836519,1314,29502.429626
471.128691,280,29534.182371
-22.370639,3,29534.516954
-22.658058,3,29534.848099
1011.445044,469,29587.897003
3026.450537,1082,29710.612094
-22.706144,3,29710.94382
-22.462112,3,29711.276769
684.613237,318,29747.264807
801.615647,403,29792.836011
4214.910399,1501,29962.188024
2356.443894,1015,30077.293737
2269.24927,883,30177.237644
-24.189247,1,30177.351358
4287.090761,1501,30347.195405
1611.437101,528,30407.129033
-20.564764,3,30407.487045
4293.77266,1501,30577.389414
4565.358156,1501,30747.34194
1608.460091,558,30810.533838
-20.253274,3,30810.860173
-22.994235,3,30811.191696
641.529398,403,30856.72415
2001.424844,731,30939.50813
-22.190462,3,30939.854234
1286.24153,533,31000.393603
99.185653,176,31020.42718
4428.385696,1567,31198.218948
49.703948,98,31209.303969
3322.640601,1193,31344.483985
47.563448,94,31355.095628
4071.224859,1501,31525.530112
821.471494,449,31576.329999
-22.253903,3,31576.667663
-22.508881,3,31576.997387
801.123833,447,31627.754497
-21.694067,3,31628.128859
2352.779013,929,31733.418874
3474.168394,1279,31878.270537
4491.363632,1501,32048.854941
4150.873308,1443,32212.158562
3972.928955,1215,32350.032001
49.435586,97,32360.996758
3157.821705,1106,32486.342037
-21.818381,3,32486.678733
67.747001,103,32498.337951
2130.717407,851,32594.870756
-24.205036,1,32594.983854
-22.659575,3,32595.324925
1229.971754,666,32670.995713
1747.773103,712,32751.733555
-23.395828,2,32751.957954
811.581863,396,32796.841573
53.806702,94,32807.564981
-23.712246,1,32807.674385
-23.793088,2,32807.896187
54.961732,94,32818.480437
4455.921551,1501,32988.576948
35.570491,64,32995.67573
858.251462,483,33050.309673
46.362943,96,33061.254397
4359.277931,1501,33231.331311
737.797382,359,33272.031587
61.700127,97,33282.832941
41.375053,89,33292.836255
3526.265345,1218,33430.857072
-22.886048,3,33431.179294
2745.686147,974,33541.427063
-24.413974,1,33541.538015
3898.884062,1330,33692.39353
-17.941124,64,33699.690926
22.600503,80,33708.81525
2961.666589,992,33820.993399
1198.122163,500,33877.564945
1601.637619,593,33944.893044
-22.909353,3,33945.243752
15.307558,29,33948.50019
44.794152,92,33958.921646
-22.831614,3,33959.241963
68.684667,113,33972.070121
4243.942124,1335,34123.137026
675.432873,281,34154.945634
2735.7778,1009,34269.017325
816.408211,480,34323.680735
167.918691,248,34351.934708
-22.897217,1,34352.039706
-24.51371,1,34352.159164
58.831682,95,34362.864095
-22.658365,3,34363.192241
4177.405154,1477,34530.518945
768.022728,449,34581.594102
1805.715678,827,34675.1736
27.660339,84,34684.748654
-22.260853,3,34685.078522
-23.545633,3,34685.433648
-20.324112,8,34686.316307
3371.191799,1342,34838.509058
1670.092296,636,34910.459687
60.734415,99,34921.613858
99.870308,120,34935.326054
3854.675757,1501,35105.198834
4282.34698,1414,35265.607564
-22.18381,3,35265.941621
-15.249144,10,35267.050091
707.537481,281,35299.111979
30.135683,85,35308.778841
70.234168,164,35327.52251
-23.238101,2,35327.73968
3229.42303,1145,35457.393153
-24.179256,1,35457.509172
-23.0456,2,35457.72719
3511.664868,1144,35587.002504
103.740844,169,35606.240097
21.927788,80,35615.261341
-23.496674,3,35615.603082
762.279501,409,35661.893701
65.063863,99,35673.09972
4033.812759,1501,35843.101593
1740.2827,566,35907.30386
1348.74185,548,35969.469932
3731.665718,1460,36135.11482
51.350973,99,36146.256224
1064.930323,481,36200.874017
59.904871,108,36213.145263
-24.743098,1,36213.254696
-25.010507,1,36213.365708
-24.672351,1,36213.469211
43.285885,94,36224.175156
-25.4147,1,36224.27985
3716.397778,1301,36371.559538
3983.976501,1501,36541.357992
2655.478869,826,36634.504136
-24.602835,1,36634.627344
4508.889283,1501,36804.760032
387.769524,187,36826.000473
526.435837,523,36885.220611
76.725146,112,36897.887454
-24.078489,1,36897.998488
-24.988544,1,36898.105778
667.53096,426,36946.257038
3845.867713,1464,37111.804441
85.913339,122,37125.569638
3737.239397,1501,37295.256904
3467.459476,1221,37433.426775
63.060903,114,37446.304064
43.950565,107,37458.356451
44.632545,91,37468.623307
1539.14827,738,37552.067875
1282.576287,580,37617.482573
-21.300689,3,37617.82188
4519.864127,1501,37787.591889
1161.143931,501,37844.45998
26.713586,90,37854.650783
4511.72488,1501,38024.655443
4193.422544,1501,38194.212384
4776.298888,1501,38364.120252
1045.844652,469,38417.379436
360.997207,304,38451.698915
34.529461,86,38461.498623
-22.939364,3,38461.837614
-19.413544,6,38462.493134
1003.608989,609,38531.502779
5029.961392,1501,38701.272908
509.000978,150,38718.134131
1328.390008,454,38769.367212
-24.678541,3,38769.710705
2759.978219,1034,38886.641098
4746.88201,1501,39056.54635
2021.216705,733,39139.323116
4491.082199,1279,39283.839124
4005.171499,1501,39454.131317
4048.729066,1501,39623.911906
4837.684117,1501,39793.372305
133.414329,125,39807.551236
77.368877,172,39827.101965
-23.45851,3,39827.435183
-24.25757,3,39827.776529
89.438273,119,39841.141922
1957.500593,659,39915.931065
3869.974312,1501,40085.950109
57.31171,111,40098.358269
1619.676046,774,40185.731128
156.986663,202,40208.655395
108.881845,127,40222.919519
514.511485,306,40257.540921
3503.058942,1501,40426.86445
-23.060115,4,40427.322587
35.297596,90,40437.618131
52.852836,100,40448.866493
-23.814551,3,40449.216695
-24.883271,2,40449.434988
62.864209,111,40461.947916
-23.397668,4,40462.404481
343.933973,204,40485.305067
22.21317,83,40494.709919
78.412029,123,40508.557643
813.677204,392,40552.890806
-22.546144,5,40553.438081
2432.007057,1282,40698.355325
1969.662179,953,40805.909058
-25.334681,1,40806.014243
46.902633,97,40816.866906
-24.104219,3,40817.20653
-23.192805,3,40817.529958
4495.855303,1501,40986.618185
1571.569414,453,41037.650877
3367.433349,1501,41207.761043
4365.382062,1501,41377.68433
2221.903057,703,41456.924986
-24.187888,3,41457.25682
4857.24622,1501,41627.131245
3764.381226,1176,41760.126802
-22.843838,3,41760.468441
2528.107536,871,41858.954786
791.956688,382,41902.096111
1829.811198,823,41995.164554
3195.563167,1134,42123.394512
842.968507,483,42178.148969
-23.961824,1,42178.26514
-24.408895,1,42178.37969
69.448243,181,42198.913691
3308.520457,1501,42368.800718
3855.983713,1135,42496.976353
4852.793639,1501,42666.557762
4716.706868,1501,42836.285282
4483.581286,1501,43005.747103
125.595226,82,43015.028334
91.960106,248,43042.890092
-24.077289,2,43043.111012
3989.408507,1501,43212.631988
4385.163281,1501,43381.749867
4524.438669,1501,43551.341703
4805.442438,1501,43721.29578
4454.419576,1346,43873.447002
32.453844,88,43883.336006
853.341286,488,43938.155624
17.593195,74,43946.554323
-23.410961,3,43946.905812
-22.56844,3,43947.234624
-23.054266,3,43947.567413
-22.718145,3,43947.906106
-22.153416,3,43948.240169
3585.703808,1191,44082.974854
47.137629,90,44093.179015
50.849057,104,44104.857412
-25.035448,3,44105.192647
-24.60023,1,44105.310252
-25.058887,2,44105.541208
-24.704832,1,44105.650602
768.458882,388,44149.539877
93.751865,128,44163.910627
1624.972802,697,44242.698275
-24.820728,3,44243.043439
741.537611,391,44287.145967
2039.646594,739,44370.703277
1845.450746,648,44444.088573
-24.630236,1,44444.192291
-24.775548,1,44444.30492
47.470142,95,44454.967102
2336.737458,846,44550.079167
3344.431178,1501,44719.410673
2545.279235,805,44810.045766
-25.03655,2,44810.358806
46.369326,96,44821.201793
47.267329,105,44833.075755
4270.761224,1441,44995.664356
3896.670428,1501,45165.418164
1412.485789,697,45244.10208
2751.965363,946,45350.693031
3760.641095,1501,45519.896322
1138.848546,417,45566.699553
3821.050324,1501,45736.176792
-24.33768,3,45736.513744
1681.343711,928,45841.021857
-24.229275,3,45841.384978
1524.874558,752,45926.26175
-25.106339,1,45926.368982
1471.103193,825,46019.385726
-23.077054,5,46019.940892
571.203572,396,46064.663271
-24.451238,1,46064.766839
-24.99113,2,46064.991314
130.829922,216,46089.328243
1534.794732,736,46172.223562
708.053924,363,46213.39839
144.698185,271,46244.120939
1290.220726,739,46327.486738
-23.466667,3,46327.829548
640.345325,504,46384.745085
-23.39877,3,46385.085298
3259.866044,1388,46541.824735
865.527911,488,46596.872778
3430.152759,1173,46729.265927
3678.518777,1507,46899.377954
2546.750654,1015,47014.046526
57.33277,108,47026.372725
-25.22478,1,47026.475531
-25.191386,1,47026.589315
-25.11409,1,47026.702758
-25.023917,1,47026.811385
-24.679003,1,47026.94307
-24.690573,1,47027.046423
756.224055,372,47068.977371
-24.01297,1,47069.094647
-24.494865,1,47069.204129
4768.719263,1618,47252.058651
-25.621985,57,47258.498796
-14.465727,13,47259.942488
-23.376595,3,47260.280081
3.452052,25,47263.06745
-23.916604,3,47263.412283
57.029649,100,47274.733051
4134.562068,1502,47443.925722
1332.264193,410,47490.387204
2992.117186,1501,47659.847589
5345.87488,1501,47829.316598
4206.576153,1501,47998.489983
39.272235,23,48001.029889
-9.815865,76,48009.577822
4785.797022,1501,48179.046457
4554.190051,1501,48348.300762
4602.26448,1501,48517.173288
-23.585778,3,48517.498331
4869.766165,1501,48686.375244
4618.035907,1501,48855.151389
4066.711052,1246,48995.459899
4480.913377,1501,49164.081236
4564.414822,1501,49333.310908
5320.589529,1501,49502.092142
3839.276313,1501,49671.916572
3056.276988,937,49777.682812
4399.342432,1502,49947.955952
404.473371,193,49969.77284
-21.347439,3,49970.107137
2597.081155,1156,50100.860473
-23.20247,3,50101.198326
4054.398971,1501,50270.692475
1315.022598,418,50317.839386
4255.611748,1501,50487.80861
330.288644,181,50508.326574
-24.690129,1,50508.4336
1265.447507,668,50584.075975
4491.0665,1501,50754.394803
4733.774995,1501,50924.271505
3591.401141,1124,51051.181926
-22.283717,3,51051.515638
-22.082616,3,51051.854269
4996.525718,1501,51221.661958
2898.602132,839,51316.535039
44.56125,90,51326.638407
4966.465027,1501,51496.158624
1009.590749,393,51541.005714
-24.584135,1,51541.109031
-23.559247,3,51541.455231
4012.475285,1501,51711.745825
337.757495,218,51736.389028
85.269658,188,51757.604865
48.85275,93,51768.065929
609.946758,399,51813.194838
35.693892,95,51823.866154
66.695693,114,51836.735746
-24.118294,1,51836.85165
2089.807755,887,51936.936329
-25.00355,1,51937.047429
4045.719303,1501,52107.205401
528.326371,268,52137.891387
46.071406,95,52148.744028
-24.743581,1,52148.878171
115.291174,202,52171.825477
-24.350398,1,52171.957523
-24.172686,2,52172.246635
-24.344326,1,52172.35884
377.049325,345,52211.627476
-23.299256,3,52211.960146
-23.231822,3,52212.303506
53.339204,106,52224.215436
3740.321221,1501,52393.158765
5223.759512,1501,52562.94331
15.376989,57,52569.45113
37.88637,91,52579.871542
46.66732,90,52590.007987
5025.425134,1501,52759.911719
5295.623147,1501,52929.055588
4554.457895,1501,53098.57309
3716.933067,1110,53223.833797
-24.451583,1,53223.939585
1066.695965,464,53276.327842
738.67989,373,53318.308927
658.88709,411,53364.821949
-23.122937,3,53365.144601
5037.930745,1501,53534.408645
4880.889759,1501,53703.961265
4740.419934,1501,53873.196699
4289.462324,1501,54042.632407
2530.39619,770,54129.623014
-25.075869,1,54129.730679
-25.120208,1,54129.84229
3930.339001,1474,54296.023231
4795.145079,1501,54466.118869
4876.720969,1501,54635.205354
5339.68695,1501,54804.384344
4569.77956,1501,54973.989807
1100.551223,313,55009.239949
-0.664925,67,55016.801327
-24.071383,3,55017.140898
-23.557041,3,55017.469419
5356.939756,1590,55196.701226
4710.321725,1501,55366.283037
4856.035075,1507,55536.577977
4403.481721,1501,55705.942172
4964.995727,1501,55875.49087
4714.114055,1501,56044.685024
3259.253558,988,56156.492662
-24.10063,1,56156.607546
24.507195,75,56165.123815
4862.724233,1501,56334.887417
4852.358659,1501,56503.833116
4847.072235,1501,56672.949754
1655.429097,508,56730.19069
3336.302896,1099,56854.172279
51.089395,94,56864.749379
4556.540127,1501,57033.7961
4730.544583,1501,57203.024002
5278.12982,1501,57372.135446
5230.979954,1501,57541.112013
176.803808,115,57554.0597
3156.158846,1050,57672.663379
4439.954564,1501,57841.809733
3575.165326,1056,57960.921355
-24.231399,3,57961.279555
4929.70097,1501,58130.925601
2145.590935,704,58210.416533
5102.637746,1525,58382.727818
4386.9026,1501,58552.050397
2558.927183,794,58641.792171
-23.600335,3,58642.151204
3533.442019,1185,58775.714594
9.4442,71,58783.733417
4243.826787,1501,58953.032698
-25.01036,2,58953.251049
-23.101943,3,58953.586712
4631.421167,1439,59115.763977
4640.420728,1501,59285.058264
4643.922207,1501,59453.66113
4640.383806,1501,59622.811485
4805.54226,1501,59792.770266
3261.870929,980,59903.743543
4721.18782,1501,60073.095903
2736.090915,822,60165.80313
4779.519546,1502,60335.415661
5123.023324,1589,60514.210862
327.181247,114,60527.11767
-22.873176,1,60527.230586
-21.686849,1,60527.338281
-21.611214,1,60527.451323
-21.780881,1,60527.573297
-21.912469,1,60527.686131
-22.015966,1,60527.792401
4626.534585,1501,60696.806344
4451.785976,1501,60865.926629
4684.963026,1501,61034.955608
5182.988749,1501,61204.408243
906.343858,327,61241.287667
-23.042757,1,61241.458581
-24.94077,1,61241.567816
1.990971,68,61249.272379
-22.546016,3,61249.612902
4847.75906,1501,61419.007844
4509.738715,1501,61588.706739
4932.977698,1501,61758.481739
437.517891,129,61773.100307
4636.825584,1501,61942.655018
5299.385379,1501,62111.866116
5327.300898,1501,62280.71557
2310.298394,724,62362.070853
4500.373169,1501,62531.283874
4733.758151,1501,62700.610758
1759.587218,506,62757.740942
18.963454,70,62765.591983
-23.637846,3,62765.942405
4914.84297,1501,62935.316358
3999.214589,1501,63104.844554
3600.054972,1084,63227.216843
-22.496041,3,63227.550394
1120.099706,561,63291.037791
108.224144,174,63310.6614
-23.499438,3,63310.992046
18.569619,77,63319.669175
-23.676139,3,63320.011567
702.922506,395,63364.804868
4088.04905,1501,63533.915078
4680.64282,1501,63703.045701
5246.527336,1497,63872.231411
-23.038245,1,63872.340245
-23.013935,1,63872.451547
-22.984945,1,63872.561808
-22.985966,1,63872.675
-22.976049,1,63872.789865
-23.068072,1,63872.900088
-23.080438,1,63873.016124
-23.078755,1,63873.121669
-23.068062,1,63873.239964
-23.043782,1,63873.356321
-23.011072,1,63873.472678
-23.013996,1,63873.583698
-23.066341,1,63873.68683
-22.322137,1,63873.790765
-21.667939,1,63873.901973
-21.621246,1,63874.010135
-21.537439,1,63874.127507
-21.578548,1,63874.244629
-21.823001,1,63874.358551
4414.762674,1501,64043.514377
3777.295314,1069,64163.963577
97.601967,105,64175.850354
4674.022782,1501,64345.415057
5331.075504,1501,64514.331026
4524.521353,1501,64683.687501
3805.675691,1261,64825.693532
0.204852,60,64832.602855
4653.609363,1501,65002.181825
4686.660251,1501,65171.726134
4535.393654,1501,65341.358878
4052.326261,1246,65481.752913
975.405936,648,65554.934797
-22.79359,3,65555.293881
2676.277266,1069,65676.246608
-23.400609,3,65676.572907
41.516517,89,65686.760277
2917.778728,973,65796.813668
-23.73853,1,65796.927905
-22.524965,2,65797.165546
4866.923803,1501,65966.690423
5085.259426,1501,66136.435263
1917.275838,545,66197.813452
46.681726,94,66208.424373
25.696517,85,66217.981455
-24.19616,2,66218.198625
20.263327,80,66227.169181
117.368589,181,66247.744519
53.692764,96,66258.549479
-22.615459,2,66258.776028
4028.18861,1410,66417.751538
47.951946,97,66428.703963
24.911679,71,66436.666505
4646.850879,1501,66606.203822
850.607249,319,66642.08188
4537.824262,1501,66811.506188
3934.340703,1393,66968.881592
-22.522741,3,66969.216198
-22.924821,3,66969.561735
-22.835913,3,66969.894765
-23.38331,3,66970.217399
55.020409,93,66980.66923
-24.243131,1,66980.783059
2502.525018,1013,67095.258092
78.638127,111,67107.81951
-23.712961,1,67107.922844
-23.935219,2,67108.152544
-23.882015,1,67108.267404
2578.564627,865,67206.022759
-23.473619,3,67206.365215
45.950279,91,67216.624906
